"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2000","Total","Female","Durham (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","97151","1,2"
"United States of America","2000","Total","Female","Durham (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","150748","1,2"
"United States of America","2000","Total","Female","El Monte (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","57381","1,2,11"
"United States of America","2000","Total","Female","El Paso (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","296011","1,2"
"United States of America","2000","Total","Female","El Paso (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","349764","1,2"
"United States of America","2000","Total","Female","Elizabeth (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","60894","1,2,25"
"United States of America","2000","Total","Female","Erie (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","54362","1,2"
"United States of America","2000","Total","Female","Erie (PA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","101498","1,2"
"United States of America","2000","Total","Female","Escondido (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","67326","1,2,21"
"United States of America","2000","Total","Female","Eugene (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","70353","1,2"
"United States of America","2000","Total","Female","Eugene (OR)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","114304","1,2"
"United States of America","2000","Total","Female","Evansville (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","64412","1,2"
"United States of America","2000","Total","Female","Evansville (IN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","111515","1,2"
"United States of America","2000","Total","Female","Fayetteville (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","63048","1,2"
"United States of America","2000","Total","Female","Fayetteville (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","86799","1,2"
"United States of America","2000","Total","Female","Flint (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","66239","1,2"
"United States of America","2000","Total","Female","Flint (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","191142","1,2"
"United States of America","2000","Total","Female","Fontana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","64947","1,2"
"United States of America","2000","Total","Female","Fort Collins (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","59059","1,2"
"United States of America","2000","Total","Female","Fort Collins (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","103548","1,2"
"United States of America","2000","Total","Female","Fort Lauderdale (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","72571","1,2,23"
"United States of America","2000","Total","Female","Fort Wayne (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","106068","1,2"
"United States of America","2000","Total","Female","Fort Wayne (IN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","147450","1,2"
"United States of America","2000","Total","Female","Fort Worth (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","270974","1,2,12"
"United States of America","2000","Total","Female","Fremont (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","101140","1,2,17"
"United States of America","2000","Total","Female","Fresno (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","217545","1,2"
"United States of America","2000","Total","Female","Fresno (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","283034","1,2"
"United States of America","2000","Total","Female","Fullerton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","63727","1,2,11"
"United States of America","2000","Total","Female","Garden Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","82508","1,2,11"
"United States of America","2000","Total","Female","Garland (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","108831","1,2,12"
"United States of America","2000","Total","Female","Gary (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55658","1,2,15"
"United States of America","2000","Total","Female","Gilbert (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55166","1,2,19"
"United States of America","2000","Total","Female","Glendale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","109644","1,2,19"
"United States of America","2000","Total","Female","Glendale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","101899","1,2,11"
"United States of America","2000","Total","Female","Grand Prairie (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","64369","1,2,12"
"United States of America","2000","Total","Female","Grand Rapids (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","101039","1,2"
"United States of America","2000","Total","Female","Grand Rapids (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","275616","1,2"
"United States of America","2000","Total","Female","Green Bay (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51880","1,2"
"United States of America","2000","Total","Female","Green Bay (WI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","94655","1,2"
"United States of America","2000","Total","Female","Greensboro (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","118318","1,2"
"United States of America","2000","Total","Female","Greensboro (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","140700","1,2"
"United States of America","2000","Total","Female","Hampton (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","73858","1,2,20"
"United States of America","2000","Total","Female","Hartford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","63507","1,2"
